 "Ferrero,nutella";"Nutella";"NaN";"Produits à tartiner sucrés";"None";"e";"Bi1,Magasins U";"Sucre, huile de palme, noisettes 13%, cacao maigre 7,4%, lait écrémé en poudre 6,6%, lactoserum en poudre, émulsifiants : lécithines [soja], vanilline."
 "Mamie douceur, Marque Repère";"Confiture châtaigne/vanille";"NaN";"Produits à tartiner sucrés";"None";"c";"Leclerc";"Sucre, purée de châtaignes (châtaignes 38 %, eau), extrait de vanille.
Préparée avec 38 g de fruits pour 100 g de produit fini."
 "Mamie Douceur,Marque Repère";"Confiture extra Rhubarbe";"NaN";"Produits à tartiner sucrés";"None";"d";"Leclerc";"Sucre, rhubarbe 50%, acidifiant : acide citrique, gélifiant : pectines. Préparée avec 50g de fruits pour 100g de produit fini."
 "Mamie Douceur,Marque Repère";"Confiture extra Rhubarbe";"NaN";"Produits à tartiner sucrés";"None";"d";"Leclerc";"Sucre, rhubarbe 50%, acidifiant : acide citrique, gélifiant : pectines. Préparée avec 50g de fruits pour 100g de produit fini."
 "Auchan";"Confiture de myrtilles allégée en sucres";"NaN";"Produits à tartiner sucrés";"None";"c";"Auchan";""
 "Nutella, Ferrero";"Nutella";"NaN";"Produits à tartiner sucrés";"None";"e";"";"SUCRE, GRAISSE VEGETALE, NOISETTES (13%), LAIT ECREME EN POUDRE (8.7%) CACAO MAIGRE EN POUDRE (7.4%), EMULSIFIANTS (LECITHINES) (SOJA), AROME INFORMATIONS ALLERGENES: Contient NOISETTES, LAIT, SOJA. Produit en Italie par FERRERO INDUSTRIALE ITALIA S.r.I. P.le P. Ferrero 1, 12051 Alba, Italie."
 "Ikea";"Marmelade, Preiselbeeren, Sylt Lingon";"NaN";"Produits à tartiner sucrés";"None";"c";"Ikea";"Preiselbeeren* (45%) (Vaccinium vitis­idaea, Zucker*, Wasser, Geiliermittel (E440), Säureregulator (E330), 

* Ökologisch,"
 "Maribel,Lidl";"Gelée extra de groseilles";"NaN";"Produits à tartiner sucrés";"None";"d";"Lidl";""
 "Maribel,Lidl";"Gelée extra de groseilles";"NaN";"Produits à tartiner sucrés";"None";"d";"Lidl";""
 "Carrefour";"Confiture Cerise";"NaN";"Produits à tartiner sucrés";"None";"d";"Carrefour Market,Carrefour";"Cerises, sucre, sucre de canne, gélifiant : pectines de fruits, acidifiant : acide citrique"
 "Les Comtes de Provence";"Confiture cassis bio";"NaN";"Produits à tartiner sucrés";"None";"c";"Magasins U,Leclerc";"Cassis (64%), sucre de canne, gélifiant : pectine de fruits non amidée."
 "Go Nuts";"Beurre de cacahuètes";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Purée de cacahuètes issues de l'agriculture biologique"
 "Delhaize Bio,Delhaize";"Pâte à tartiner aux noisettes";"NaN";"Produits à tartiner sucrés";"None";"e";"Delhaize";"sucre de canne, huiles végétales [tournesol et palme (huile de palme certifiée durable)], _noisettes_ 13%, poudre de cacao maigre, _lait_ écrémé en poudre, émulsifiant (lécithine de tournesol), extrait naturel de vanille."
 "Bonne Maman";"Confiture 4 fruits";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Fruits (fraises 20%, cerises 15%, groseilles 12%, cassis 3%), sucre, sucre roux de canne, jus de citrons concentré et, éventuellement, gélifiant : pectine de fruits, si les fruits n'en contenaient pas suffisamment."
 "Leonce Blanc";"Préparation fraise 65% 330g";"NaN";"Produits à tartiner sucrés";"None";"c";"Magasins U,Intermarché";"Fraises 65%, sucre, gélifiant : pectine, acidifiant : acide citrique."
 "Vivis,Vivis Confiture";"Confiture de fraises au fructose";"NaN";"Produits à tartiner sucrés";"None";"b";"";"Fraises 60 % (dont purée à base de concentré), eau, fructose, jus concentré de cassis et de citron, gélifiant : pectines, correcteur d'acidité : lactate de calcium, vitamine C. Préparée avec 60 g de fruits pour 100 g de produit fini."
 "Casino";"Confiture allégée d'abricot";"NaN";"Produits à tartiner sucrés";"None";"c";"Casino";"Abricots - sucre - gélifiant : pectines de fruits - acidifiant : acide citrique. Préparée avec 50 g de fruits pour 100 g de produit fini."
 "Casino";"Confiture allégée d'abricot";"NaN";"Produits à tartiner sucrés";"None";"c";"Casino";"Abricots - sucre - gélifiant : pectines de fruits - acidifiant : acide citrique. Préparée avec 50 g de fruits pour 100 g de produit fini."
 "Elodie";"Confiture extra 4 fruits rouges";"NaN";"Produits à tartiner sucrés";"None";"d";"";""
 "Nature bio";"Confiture extra fraise";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Fraises**, sucre de canne**, gélifiant : pectine de fruits.
**Ingrédients issus de l'Agriculture Biologique."
 "Les Comtes De Provence";"Confiture De Cerise Bio";"NaN";"Produits à tartiner sucrés";"None";"c";"Magasins U";"Cerises (64%), sucre de canne, acidifiant: jus de citron concentré, gélifiant: pectine de fruits."
 "Nutella";"";"NaN";"Produits à tartiner sucrés";"None";"e";"Super C,metro";"SUCRE, HUILE DE PALME MODIFIÉE, NOISETTES, CACAO, LAIT ÉCRÉMÉ EN POUDRE, POUDRE DE LACTOSÉRUM, LÉCITHINE, VANILLINE. CONTIENT: DES NOISETTES, DU LAIT, DU SOJA."
 "Tamara";"Confiture extra abricot";"NaN";"Produits à tartiner sucrés";"None";"c";"";"sucre, abricot, correcteur d'acidité, acide citrique, gélifiant (pectines), antioxydant (acide ascorbique)"
 "Nutella, Ferrero";"Nutella";"NaN";"Produits à tartiner sucrés";"None";"e";"";"Sucre, huile de palme, noisettes 13%, cacao maigre 7,4%, lait écrémé en poudre 6,6%, lactoserum en poudre, émulsifiants : lécithines [soja], vanilline."
 "Leader Price";"Fine ligne Confiture abricot";"NaN";"Produits à tartiner sucrés";"None";"c";"Leader Price";"Abricots, sucre, gélifiant : pectines, acidifiant : acide citrique, antioxydant : acide ascorbique."
 "Lucien Georgelin";"Confiture framboise 100% issu des fruits  Lucien Georgelin";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Fraises 60 %, sucres extraits de fruits, gélifiant : pectines"
 "Lucien Georgelin";"Confiture framboise 100% issu des fruits  Lucien Georgelin";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Fraises 60 %, sucres extraits de fruits, gélifiant : pectines"
 "Bonne Maman";"Bonne Maman Cerise & Cranberry";"NaN";"Produits à tartiner sucrés";"None";"c";"";"fruits (cerises 49%. Cranberries 16%), sucre,
jus de citrons concentre,
gelifiant: pectine de fruits."
 "Noiseraie,Chocolinette";"Choko linette (pâte à tartiner sans lait)";"NaN";"Produits à tartiner sucrés";"None";"e";"Biocoop";"sucre de canne roux du Brésil 37%, huile de palme non hydrogénée, noisette entière 14.9%, noix de cajou 13.5%, cacao 6%, extrait de vanille"
 "Noiseraie,Chocolinette";"Choko linette (pâte à tartiner sans lait)";"NaN";"Produits à tartiner sucrés";"None";"e";"Biocoop";"sucre de canne roux du Brésil 37%, huile de palme non hydrogénée, noisette entière 14.9%, noix de cajou 13.5%, cacao 6%, extrait de vanille"
 "Léonce Blanc";"Abricot";"NaN";"Produits à tartiner sucrés";"None";"c";"Magasins U";"Abricots 65%, sucre, acidifiant : acide citrique, gélifiant : pectine."
 "U";"Marmelade d'orange allégée";"NaN";"Produits à tartiner sucrés";"None";"c";"U Express, Magasins U";"Sucre de canne, oranges, eau, gélifiant : pectine de fruits, acidifiant : acide citrique, correcteur d'acidité : lactate de calcium."
 "Leader Price";"Pralina noisettes";"NaN";"Produits à tartiner sucrés";"None";"e";"Leader Price";"Sucre, huiles végétales (palme, colza), _noisettes_ 13 %, cacao maigre en poudre, poudre de _lait_ écrémé, _lactosérum_, émulsifiant : lécithine de tournesol, arôme."
 "Vitabio";"Fraise-Myrtille-Cassis Délice de fruits Bio";"NaN";"Produits à tartiner sucrés";"None";"c";"Auchan, Magasins U";"Fruits Bio 65 % (fraises 37%, myrtilles 33%, cassis 30%), sirop de sucres issus de fruits Bio, concentré de citron Bio, gélifiant: pectines de fruits."
 "Beyer";"Confiture Extra Églantines Sauvages";"NaN";"Produits à tartiner sucrés";"None";"c";"Super U";"Pulpe d'Eglantines sauvages, sucre."
 "Vergers des Alpilles";"Confiture De Cerise Griotte Au Sucre De Canne - Bio";"NaN";"Produits à tartiner sucrés";"None";"d";"";"Griotte biologique, sucre de canne biologique, gélifiant : pectine de fruits."
 "Pur Bonheur,Confiserie Pinson";"Caramel au sel de guérande";"NaN";"Produits à tartiner sucrés";"None";"e";"Carrefour";"Crème fraîche (LAIT), sucre, sirop de glucose, protéine de LAIT, sel de Guérande 0,4 %, arôme naturel de vanille."
 "Carrefour";"Confiture Pêche";"NaN";"Produits à tartiner sucrés";"None";"d";"Carrefour";"Sucre, pulpe de pêche, purée de pêches, sucre de canne, gélifiant : pectine de fruits, acidifiant : acide citrique, antioxydant : acide ascorbique."
 "Carrefour";"Confiture rhubarbe";"NaN";"Produits à tartiner sucrés";"None";"d";"Carrefour";"Rhubarbe, sucre, sucre de canne, gélifiant : pectines de fruits, acidifiant : acide citrique."
 "Lucien Georgelin,Nos Régions ont du Talent";"Confiture figues de provence";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Figues de Provence 55 %, sucre de canne, gélifiant : pectines , jus de citron concentré"
 "Nos Régions ont du Talent,Lucien Georgelin";"Citron de Corse 25% de fruit";"NaN";"Produits à tartiner sucrés";"None";"d";"Leclerc";"Sucre de canne, eau, citrons de Corse 25 %, beurre, gelifiant : pectines, jus de citron concentré."
 "Siroperie Meurens";"Sirop de Liège";"NaN";"Produits à tartiner sucrés";"None";"d";"Delhaize";"Jus concentré de fruits cuits 65 % (poire, pommes, datte), sucre 35 %, acidifiant : acide citrique."
 "Sans marque";"Goyave cuit au chaudron";"NaN";"Produits à tartiner sucrés";"None";"c";"LIDL";"Goyaves 65 %, sucre de canne, jus de citron concentré, gélifiant : pectines."
 "Materne";"Confipote Mirabelle";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Mirabelle:65%, sucre, gélifiant: pectine de fruit, acidifiant : acide citrique, correcteur d'acidité : citrate de calcium."
 "Bonne Maman";"Confiture Fraises";"NaN";"Produits à tartiner sucrés";"None";"d";"Delhaize";"Fraises, sucre, sucre roux de canne, jus de citron concentré, gélifiant : pectine de fruits."
 "Bonne Maman";"Confiture Fraises";"NaN";"Produits à tartiner sucrés";"None";"d";"Delhaize";"Fraises, sucre, sucre roux de canne, jus de citron concentré, gélifiant : pectine de fruits."
 "Itineraire Des Saveurs";"Preparation de figues de provence";"NaN";"Produits à tartiner sucrés";"None";"c";"Intermarché";"Figues de Provence 65%. Sucre de canne, pectine, acide citrique"
 "Itinéraire des Saveurs";"Preparation d'abricots du Roussillon";"NaN";"Produits à tartiner sucrés";"None";"c";"Intermarché";"Abricots du Roussillon (65%), sucre de canne, gélifiant : pectine, acidifiant: acide citrique, antioxydant : acide ascorbique."
 "Leader Price";"Confiture";"NaN";"Produits à tartiner sucrés";"None";"d";"Leader Price";"sucre - fruits rouges (fraises 18,1% - groseilles 12,3% - framboises 12,3% - cassis 7,3%) - gélifiant (pectines) - acidifiant (acide citrique)"
 "Leader Price";"Confiture";"NaN";"Produits à tartiner sucrés";"None";"d";"Leader Price";"sucre - fruits rouges (fraises 18,1% - groseilles 12,3% - framboises 12,3% - cassis 7,3%) - gélifiant (pectines) - acidifiant (acide citrique)"
 "Vitabio";"Fraise";"NaN";"Produits à tartiner sucrés";"None";"c";"Magasins U";"Fraises 65g, sirop de sucres issus de fruits, concentré de citron, gélifiant : pectine de fruits, algues micronisées."
 "M amour,m'amour";"Confiture de goyave";"NaN";"Produits à tartiner sucrés";"None";"d";"";"Goyave, sucre de canne, sucre blanc, gélifiant : pectine de fruits, acidifiant : acide citrique"
 "Lucien Georgelin";"Myrtille bio";"NaN";"Produits à tartiner sucrés";"None";"d";"";""
 "Confiturelle";"Confiture Myrtilles";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Myrtilles bio 54%, jus de raisin concentré bio, gélifiant : pectine de fruit, acidifiant : jus concentré de citron bio, citrate de calcium."
 "Confiturelle";"Confiture Myrtilles";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Myrtilles bio 54%, jus de raisin concentré bio, gélifiant : pectine de fruit, acidifiant : jus concentré de citron bio, citrate de calcium."
 "Nos Régions ont du Talent,Lucien Georgelin";"Cassis d'Ile-de-France au Sucre de Canne";"NaN";"Produits à tartiner sucrés";"None";"c";"Leclerc";"Cassis d'Ile de France 55%, sucre de canne 40%, gélifiant: pectines, jus de citron concentré."
 "Ferrero,Nutella";"Nutella GR950 Gran Formato";"NaN";"Produits à tartiner sucrés";"None";"e";"NaN";""
 "Ferrero,Nutella";"Nutella GR950 Gran Formato";"NaN";"Produits à tartiner sucrés";"None";"e";"NaN";""
 "les confitures demelin";"Pate a tartiner";"NaN";"Produits à tartiner sucrés";"None";"d";"Bioocop";"Ingrédients Pralin 42 % (dont noisettes* 43,2% lécithine de soja*). châtaigne, sucre de canne blond* chocolat 5%, eau ingrédients issus de l'Agriculture Biologique. ingrédients issus du commerce équitable."
 "Reflets de France";"Confiture de cassis d'Ile de France";"NaN";"Produits à tartiner sucrés";"None";"c";"Carrefour";"Sucre de canne, cassis d'Ile de France, gélifiant : pectines."
 "Paquito";"Confiture allégée Cassis";"NaN";"Produits à tartiner sucrés";"None";"c";"Intermarché";""
 "Paquito";"Confiture Allégée mangue ananas passion";"NaN";"Produits à tartiner sucrés";"None";"c";"Intermarché";"Fruits (mangues 27%, ananas 18%, fruits de la passion 5%), sucre, gélifiant : pectines, acidifiant : acide citrique. Préparée avec 50 g de fruits pour 100 g."
 "Paquito";"Confiture Allégée mangue ananas passion";"NaN";"Produits à tartiner sucrés";"None";"c";"Intermarché";"Fruits (mangues 27%, ananas 18%, fruits de la passion 5%), sucre, gélifiant : pectines, acidifiant : acide citrique. Préparée avec 50 g de fruits pour 100 g."
 "U";"Confiture de cerise 50% de fruits";"NaN";"Produits à tartiner sucrés";"None";"d";"Super U, Magasins U";"Cerises, sucre, sucre de canne 13%, acidifiant : acide citrique, gélifiant : pectines. Préparée avec 50g de cerises pour 100g de produit fini. Teneur totale en sucres : 60g pour 100g."
 "U";"Confiture de cerise 50% de fruits";"NaN";"Produits à tartiner sucrés";"None";"d";"Super U, Magasins U";"Cerises, sucre, sucre de canne 13%, acidifiant : acide citrique, gélifiant : pectines. Préparée avec 50g de cerises pour 100g de produit fini. Teneur totale en sucres : 60g pour 100g."
 "Auchan";"Confiture Extra de Fraise";"NaN";"Produits à tartiner sucrés";"None";"d";"Auchan";"Fraises, sure, sucre roux de canne, gélifiant : pectines, acidifiant : acide citrique."
 "Auchan";"Confiture de Framboises";"NaN";"Produits à tartiner sucrés";"None";"c";"Auchan";"Framboises, sucre, sucre roux de canne, gélifiant : pectines, acidifiant : acide citrique."
 "Auchan";"Confiture de Framboises";"NaN";"Produits à tartiner sucrés";"None";"c";"Auchan";"Framboises, sucre, sucre roux de canne, gélifiant : pectines, acidifiant : acide citrique."
 "Paysans d ici";"Confiture extra abricot bio";"NaN";"Produits à tartiner sucrés";"None";"d";"Auchan";"Abricots, sucre de canne non raffiné, gélifiant : pectine de fruits."
 "Le Comptoir de Mathilde";"Pâte à tartiner";"NaN";"Produits à tartiner sucrés";"None";"d";"";"Sucre, pâte de noisettes 30%, graisses végétales (huiles : tournesol, grignon d'olives, carthame et beurre de cacao), lait écrémé en poudre 11%, biscuit finement émietté 5% (farine de blé, sucre, matière grasse laitière anhydre, sucre du lait, protéines de lait, sel, extrait de malt (orge), poudre à lever : bicarbonate de sodium), cacao maigre en poudre, émulsifiant : lécithine de soja"
 "Oxfam";"Oxfam Choco nut";"NaN";"Produits à tartiner sucrés";"None";"e";"Oxfam Magasins du monde,Delhaize";"sucre de canne, huiles végétales [huile de colza, huile de palme (4%)], noisettes (12%), poudre de cacao maigre, lait maigre en poudre, lactosérum en poudre, émulsifiant: lécithine de soja."
 "nu3";"Fit Protéine Crème";"NaN";"Produits à tartiner sucrés";"None";"d";"";"Edulcorant (Maltitol), Concentré de protéines de lactosérum1 (22%), Huile de tournesol, Noisettes (11%), Petit lait1, Poudre de cacao maigre (6,5%), Beurre de cacao, Huile de coco, Emulsifiant (Lécithine de tournesol), Arôme naturel de vanille"
 "Maribel,Lidl";"Rasperry vanilla";"NaN";"Produits à tartiner sucrés";"None";"c";"Lidl";"75 % framboises, sucre, gélifiant : pectines, vanille Bourbon, acidifiant: acide citrique."
 "Tamara";"Confiture Extra de Fraise";"NaN";"Produits à tartiner sucrés";"None";"c";"";"fruits: fraises (55%), jus de citron à base de concentré (5%), sucre, sirop de glucose-fructose, sucre de canne, correcteurs d'acidité : acide citrique, citrates de sodium, gélifiant : pectines,"
 "Bonne Maman";"Gelée Groseilles";"NaN";"Produits à tartiner sucrés";"None";"d";"Intermarché";"jus de groseilles, sucre, sucre roux de canne et, éventuellement gélifiant : pectine de fruits. Préparée avec 50 g de jus de groseilles pour 100 g"
 "Bonne Maman";"Gelée Groseilles";"NaN";"Produits à tartiner sucrés";"None";"d";"Intermarché";"jus de groseilles, sucre, sucre roux de canne et, éventuellement gélifiant : pectine de fruits. Préparée avec 50 g de jus de groseilles pour 100 g"
 "Bonne Maman";"Gelée Groseilles";"NaN";"Produits à tartiner sucrés";"None";"d";"Intermarché";"jus de groseilles, sucre, sucre roux de canne et, éventuellement gélifiant : pectine de fruits. Préparée avec 50 g de jus de groseilles pour 100 g"
 "Bonne Maman";"Gelée Groseilles";"NaN";"Produits à tartiner sucrés";"None";"d";"Intermarché";"jus de groseilles, sucre, sucre roux de canne et, éventuellement gélifiant : pectine de fruits. Préparée avec 50 g de jus de groseilles pour 100 g"
 "Bonne Maman";"Gelée Groseilles";"NaN";"Produits à tartiner sucrés";"None";"d";"Intermarché";"jus de groseilles, sucre, sucre roux de canne et, éventuellement gélifiant : pectine de fruits. Préparée avec 50 g de jus de groseilles pour 100 g"
 "Nature Bio,Cora";"Pâte à tartiner";"NaN";"Produits à tartiner sucrés";"None";"e";"Cora";"Sucre de canne, huiles végétales (huile de tournesol, huile de palme), _noisettes_ 13%, cacao maigre en poudre, _lait_ écrémé en poudre, émulsifiant : lécithine de tournesol; arôme naturel de vanille."
 "Franprix,Marché Franprix";"Pâte à tartiner noisettes";"NaN";"Produits à tartiner sucrés";"None";"d";"Franprix";"Sucre, huile de tournesol, beurre de cacao, huile de coco, noisettes 13%, cacao fortement dégraissé en poudre 7,4%, poudre de lait écrémé, lactosérum en poudre, émulsifiant (lécithines de tournesol, arôme)"
 "Carrefour";"Squiiiz pâte à tartiner noisettes";"NaN";"Produits à tartiner sucrés";"None";"e";"Carrefour Market, Carrefour";"Sucre, huile végétale (palme), noisettes13%, cacao maigre en poudre 7%, lait écrémé en poudre, lactosérum en poudre, lactose, émulsifiant : lécithines (tournesol), arôme naturel de vanille.
 Peut contenir des traces de soja."
 "Carrefour";"Squiiiz pâte à tartiner noisettes";"NaN";"Produits à tartiner sucrés";"None";"e";"Carrefour Market, Carrefour";"Sucre, huile végétale (palme), noisettes13%, cacao maigre en poudre 7%, lait écrémé en poudre, lactosérum en poudre, lactose, émulsifiant : lécithines (tournesol), arôme naturel de vanille.
 Peut contenir des traces de soja."
 "Nos régions ont du talent,Lucien Georgelin, Leclerc";"Poires Williams de la Vallée du Rhône";"NaN";"Produits à tartiner sucrés";"None";"c";"Leclerc";"Poires Williams de la vallée du Rhône 65%, sucre de canne, jus citron concentré, gélifiant: pectines."
 "Nos régions ont du talent,Lucien Georgelin, Leclerc";"Poires Williams de la Vallée du Rhône";"NaN";"Produits à tartiner sucrés";"None";"c";"Leclerc";"Poires Williams de la vallée du Rhône 65%, sucre de canne, jus citron concentré, gélifiant: pectines."
 "Auchan";"Confiture extra de myrtilles";"NaN";"Produits à tartiner sucrés";"None";"d";"Auchan";"Myrtilles, sucre, sirop de glucose-fructose, gélifiant : pectine, acidifiant : acide citrique."
 "Auchan Bio,Auchan";"Confiture Extra de Framboise";"NaN";"Produits à tartiner sucrés";"None";"c";"Auchan";"Framboises, sucre de canne non raffiné, jus concentré de citron, agent gélifiant : pectines"
 "Bonne Maman";"Confiture de Framboises";"NaN";"Produits à tartiner sucrés";"None";"c";"";"framboises, sucre, sucre roux de canne, jus de citrons concentré, gélifiant : pectine de fruits."
 "Bonne Maman";"Marlelade oranges ameres";"NaN";"Produits à tartiner sucrés";"None";"d";"";"sucre, oranges amères, sucre roux de canne, jus de citrons concentré, gélifiant : pectine de fruits."
 "Boni";"Pâte à tartiner aux noisettes";"NaN";"Produits à tartiner sucrés";"None";"e";"Colruyt";"Pâte à tartiner aux noisettes et au cacao - Sucre, huiles végétales (palme, navette), 13 % noisettes, 7 % cacao maigre en poudre, lait écrémé en poudre, lactosérum en poudre (contient du lait). lactose, émulsifiant (E322), arôme naturel de vanille, Contient du lait et des fruits à coque. Peut contenir des traces de soja."
 "Boni";"Pâte à tartiner aux noisettes";"NaN";"Produits à tartiner sucrés";"None";"e";"Colruyt";"Pâte à tartiner aux noisettes et au cacao - Sucre, huiles végétales (palme, navette), 13 % noisettes, 7 % cacao maigre en poudre, lait écrémé en poudre, lactosérum en poudre (contient du lait). lactose, émulsifiant (E322), arôme naturel de vanille, Contient du lait et des fruits à coque. Peut contenir des traces de soja."
 "Jardin Bio";"Pâte à tartiner chocolat";"NaN";"Produits à tartiner sucrés";"None";"e";"";"sucre de canne*, huile de tournesol*, chocolat* 23,5% (sucre de canne&quot;, poudre de cacao maigre*, beurre de cacao lait écrémé en poudre*, émulsifiant: lécithines (soja), extrait de vanille Bourbon*. *Produits issus de l'agriculture biologique. Peut contenir des traces de fruits à coque et lupin. Souligné: ingrédients conformes aux standards du commerce équitable."
 "Deluxe";"Mocha Flavour Spread";"NaN";"Produits à tartiner sucrés";"None";"e";"Lidl";"sucre, huile de colza, huile de palme, _lait_ écrémé en poudre 7%, cacao maigre en poudre, 5% pâte de moka (café, graisse de palmiste), 2% éclats de grains de café, émulsifiant : lécithines (tournesol)."
 "Deluxe";"Mocha Flavour Spread";"NaN";"Produits à tartiner sucrés";"None";"e";"Lidl";"sucre, huile de colza, huile de palme, _lait_ écrémé en poudre 7%, cacao maigre en poudre, 5% pâte de moka (café, graisse de palmiste), 2% éclats de grains de café, émulsifiant : lécithines (tournesol)."
 "Élodie";"Gelée de Framboises";"NaN";"Produits à tartiner sucrés";"None";"d";"Intermarché";"Jus de framboises, sucre, sucre roux de canne, jus de citron concentré, gélifiant : pectines. Préparée avec 50g de fruits pour 100g"
 "La Vie Claire";"Pâte à tartiner Noisette Cacao";"NaN";"Produits à tartiner sucrés";"None";"d";"La Vie Claire";"Sucre de canne*, huile de tournesol*, pâte de noisettes 11%, lait en poudre*, poudre de cacao maigre* 6% beurre de cacao, farine de riz*, lécithine de tournesol*, extrait naturel de vanille*. Ingrédients agricoles issus de l'Agriculture Bioloqique. Peut contenir des traces d'autres fruits à coque. Fabriqué en Italie."
 "Saveurs attitudes";"Fraise";"NaN";"Produits à tartiner sucrés";"None";"b";"";""
 "Lucien Georgelin";"Cerises noires griottes  au chaudron";"NaN";"Produits à tartiner sucrés";"None";"c";"Auchan";"Fruits 60% (cerise noire 36%, griote 24), sucre extraits de fruits, gélifiant: pectines, jus de citron concentre"
 "Lucien Georgelin";"Confiture myrtille du sud ouest";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Myrtille du Sud-Ouest 65%, sucre, gélifant : pectine, jus de citron concentré."
 "Top Budget";"Pâte à tartiner aux noisettes";"NaN";"Produits à tartiner sucrés";"None";"e";"";"TOP BUDGET : Cedex France. ct ccdes figurant sur cet emballage. HAZELNOTENEN CACAO Suiker, plantaardige oliën (palm en weipoeder*, magere cacaopoeder emz!gator: zonnebloemlecithinen, natuurlijk -\ÌIE: Ten minste houdbaar tot: zie op het deksel. tegen warmte en vocht beschermd bewaren. peso"
 "Reflets De France";"Ananas Victoria de l'île de la réunion";"NaN";"Produits à tartiner sucrés";"None";"c";"";""
 "Mamie Douceur, Marque Repère";"Confiture 4 fruits rouges";"NaN";"Produits à tartiner sucrés";"None";"d";"Leclerc";"Sucre, fruits (cerises 16,1 %, fraises 14 %, framboises 13,9 %, groseilles 6 %), gélifiant : pectines, acidifiant : acide citrique.
Préparée avec 50 g de fruits pour 100 g de produit fini.
Présence exceptionnelle de noyaux."
 "Mamie Douceur, Marque Repère";"Confiture 4 fruits rouges";"NaN";"Produits à tartiner sucrés";"None";"d";"Leclerc";"Sucre, fruits (cerises 16,1 %, fraises 14 %, framboises 13,9 %, groseilles 6 %), gélifiant : pectines, acidifiant : acide citrique.
Préparée avec 50 g de fruits pour 100 g de produit fini.
Présence exceptionnelle de noyaux."
 "Auchan";"Confiture extra de figues";"NaN";"Produits à tartiner sucrés";"None";"d";"Auchan";"figues, sucre, sirop de glucose-fructose, gélifiant : pectines, acidifiant : acide citrique"
 "Andros";"Confiture 4 fruits BONNE MAMAN, bocal de 320g";"NaN";"Produits à tartiner sucrés";"None";"c";"Magasins U";"Confiture préparée avec 50 g de fruits pour 100 g. Ingrédients : Fruits (fraises 20%, cerises 15%, groseilles 12%, cassis 3%), sucre, sucre roux de canne, jus de citrons concentré, gélifiant : pectine de fruits. Malgré tous nos soins, cette confiture peut contenir des noyaux."
 "Carabreizh";"Crème de caramel au beurre salé au sel de Guérande 220 g";"NaN";"Produits à tartiner sucrés";"None";"e";"Casino Shopping,Carrefour,Magasins U";"Sucre, crème fraîche pasteurisée (_lait_), beurre salé au sel de Guérande 18,51%."
 "Ferrero,Nutella";"Nutella";"NaN";"Produits à tartiner sucrés";"None";"e";"";"Sucre, huile de palme, noisettes 13%, cacao maigre 7,4%, lait écrémé en poudre 6,6%, lactoserum en poudre, émulsifiants : lécithines [soja], vanilline."
 "Rigoni di Asiago";"Fior di frutta";"NaN";"Produits à tartiner sucrés";"None";"c";"Intermarché";"jus de pommes*, oranges amères* 30%, gélifiant (pectine)"
 "Hero";"Mermelada Frambuesa Light de Temporada";"NaN";"Produits à tartiner sucrés";"None";"c";"";""
 "Bonne Maman";"Quetsches";"NaN";"Produits à tartiner sucrés";"None";"d";"Carrefour";"Quetsches, sucre, sucre roux de canne, jus de citrons concentré et, éventuellement, gélifiant : pectine de fruits"
 "Bonne Maman";"Quetsches";"NaN";"Produits à tartiner sucrés";"None";"d";"Carrefour";"Quetsches, sucre, sucre roux de canne, jus de citrons concentré et, éventuellement, gélifiant : pectine de fruits"
 "Bonne Maman";"Quetsches";"NaN";"Produits à tartiner sucrés";"None";"d";"Carrefour";"Quetsches, sucre, sucre roux de canne, jus de citrons concentré et, éventuellement, gélifiant : pectine de fruits"
 "Perl'Amande";"Tartinade Amande Orange";"NaN";"Produits à tartiner sucrés";"None";"d";"Biocoop";"Sirop de blé sans gluten, Amandes 28,5%, Sucre roux de canne, Oranges confites 12% (orange, sucre, sirop de riz), eau, sel."
 "Carrefour";"Reine-Claude";"NaN";"Produits à tartiner sucrés";"None";"d";"Carrefour";"Reines-claudes, sucre, sucre de canne, gélifiant : pectines de fruits, acidifiant : acide citrique, antioxydant : acide ascorbique"
 "Lucien Georgelin";"Confiture 4 fruits rouges";"NaN";"Produits à tartiner sucrés";"None";"b";"";"Fruits rouges (fraises, sucres extraits de fruits, gélifiant : pectines. produit garanti sans conservateur."
 "Lucien Georgelin";"Coing";"NaN";"Produits à tartiner sucrés";"None";"c";"Carrefour";"Coings 55%, sucre, eau, gélifiant : pectines, jus de citron concentré"
 "Jardin Bio,Léa Nature";"Confiture Cassis";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Cassis bio 50%, sucre brut de canne bio, eau, gélifiant : pectines, jus de citron bio concentré."
 "Jardin Bio,Léa Nature";"Confiture Cassis";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Cassis bio 50%, sucre brut de canne bio, eau, gélifiant : pectines, jus de citron bio concentré."
